"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"FirstService Residential California, LLC - San Diego Office","https://www.fsresidential.com/corporate","","none","https://www.fsresidential.com/corporate","2026-09-03","existing-contact-page: fsresidential.com: no generic mailbox published; fsresidential.com: no generic mailbox published","San Diego, CA"
"FirstService Residential Minnesota, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); firstserviceresidential.com: host does not carry the organisation name","Bloomington, MN"
"FirstService Residential","http://www.fsresidential.com/North-Carolina/Home","","none","http://www.fsresidential.com/North-Carolina/Home","2026-09-03","existing-contact-page: fsresidential.com: no generic mailbox published; fsresidential.com: no generic mailbox published","NC"
"Flaherty & Collins Properties","","","none","","2026-09-03","no site confirmed after 1 fetch(es); flahertycollins.com: page body empty","Indianapolis, IN"
"Florida PM Pros LLC","https://www.floridapmpros.com/","https://www.floridapmpros.com/contact","form","https://www.floridapmpros.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Tampa, FL"
"Florida Skyline Management","https://floridaskylinemanagement.com/","https://floridaskylinemanagement.com/contact-us","form","https://floridaskylinemanagement.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Boca Raton, FL"
"Floridian Property Management, LLC","https://floridianpropertymanagement.com/","https://floridianpropertymanagement.com/contact-us/","form","https://floridianpropertymanagement.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Fleming Island, FL"
"Follett Investment Properties","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Forge Home Group, LLC","https://www.forgehomegroup.com/","https://www.forgehomegroup.com/contact-us","form","https://www.forgehomegroup.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Independence, MO"
"Four Leaf Properties (Acquired Dominion Ventures)","","","none","","2026-09-03","no site confirmed after 1 fetch(es); fourleaf.com: fetch failed (dns/tls/timeout/blocked)",""
"Frank Property Management","https://rentwithfrank.com/","info@rentwithfrank.com","mailbox","https://www.rentwithfrank.com/contact-frank","2026-09-03","existing-contact-page: mailbox published on the contact page","Baltimore, MD"
"Franks Realty International LLC","https://krisfranksrealty.com/","https://krisfranksrealty.com/ContactMeInformationFrameless","form","https://krisfranksrealty.com/ContactMeInformationFrameless","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Fort Worth, TX"
"Freedom Community Management LLC","https://www.freedomcommunitymanagement.com/","https://www.freedomcommunitymanagement.com/contact","form","https://www.freedomcommunitymanagement.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Jacksonville, FL"
"Freeman Webb Company, Realtors","https://www.freemanwebb.com/","https://www.freemanwebb.com/contact/","form","https://www.freemanwebb.com/contact/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Nashville, TN"
"Fresh Start Real Estate, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); freshstartrealestate.com: parked/stub page (this domain is for sale) | freshstart.com: http 403","Beaverton, OR"
"Full Service Property Management, PLLC","https://www.fullservicepm.com/","","none","https://www.fullservicepm.com/","2026-09-03","existing-contact-page: fullservicepm.com: no generic mailbox published; fullservicepm.com: no generic mailbox published","Everett, WA"
"FYVE Property Management","https://fyve.com/","","none","https://fyve.com/","2026-09-03","existing-contact-page: fyve.com: no generic mailbox published; fyve.com: no generic mailbox published","Jacksonville, FL"
"Gaston Wilkerson Association Services, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Reno, NV"
"GC Realty & Development, LLC","https://gcrealtyinc.com/","contactus@gcrealtyinc.com","mailbox","https://www.gcrealtyinc.com/contact","2026-09-03","existing-contact-page: mailbox published on the contact page","Chicago, IL"
"Genesis Communities","https://www.genesiscommunities.org/","","none","https://www.genesiscommunities.org/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)",""
"Genesis Community","https://www.genesiscommunity.com/","info@genesiscommunity.com","mailbox","https://www.genesiscommunity.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Houston, TX"
"Georgia Premier Homes, Inc","https://www.georgiapremierhomes.com/","","none","https://www.georgiapremierhomes.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; no contact page found (homepage only)","Atlanta, GA"
"Ghertner & Company","https://ghertner.com/","","none","https://ghertner.com/","2026-09-03","existing-contact-page: ghertner.com: no generic mailbox published; ghertner.com: no generic mailbox published","Nashville, TN"
"GIBSON & ASSOCIATES LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); gibsonassociates.com: weak name (gibsonassociates): page does not corroborate the location","Roanoke, VA"
"GNP Realty Partners","https://www.gnprealty.com/","info@gnprealty.com","mailbox","https://www.gnprealty.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Chicago, IL"
"Golden Sky Management","https://www.goldenskymanagement.com/","info@goldenskymanagement.com","mailbox","https://www.goldenskymanagement.com/contact?type=owner","2026-09-03","existing-contact-page: mailbox published on the contact page","Fishers, IN"
"GoldenWest Management Inc.","https://goldenwestmanagement.com/","","none","https://goldenwestmanagement.com/","2026-09-03","existing-contact-page: goldenwestmanagement.com: no generic mailbox published; goldenwestmanagement.com: no generic mailbox published","San Diego, CA"
"Gonzalez Escarcega Investments, LLC","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Goodlife HOA Management, LLC","https://www.goodlifehoa.com/","https://www.goodlifehoa.com/contact","form","https://www.goodlifehoa.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Houston, TX"
"GOODMAN MANAGEMENT GROUP INC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); goodmanmanagementgroup.com: http 403 | goodmanmanagementgroup.net: http 403","Glen Allen, VA"
"Goodwin & Company","https://goodwin.net/","","none","http://goodwin.net/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)","Houston, TX"
"Gordon James Real Estate Services","","","none","","2026-09-03","no site confirmed after 2 fetch(es); gordonjames.com: parked/stub page (domain for sale) | gordonjamesrealestate.com: page body empty","Washington, DC"
"Gordon Properties","","","none","","2026-09-03","no site confirmed after 2 fetch(es); gordonproperties.com: page body empty | gordon-properties.com: weak name (gordonproperties): page does not corroborate the location","Oklahoma City, OK"
"Gordon Property Management","https://www.gpmsf.com/","","none","https://www.gpmsf.com/","2026-09-03","existing-contact-page: gpmsf.com: no generic mailbox published; gpmsf.com: no generic mailbox published","San Francisco, CA"
"Gore Investments","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Grace Property Management & Real Estate","https://www.rentgrace.com","info@rentgrace.com","mailbox","https://www.rentgrace.com/contact","2026-09-03","existing-contact-page: mailbox published on the contact page","Thornton, CO"
"Graham Association Management, LLC","https://grahamassociation.com/","http://grahamassociation.com/contact/","form","http://grahamassociation.com/contact/","2026-09-03","dns-guess: site confirmed: distinctive name in page; contact page fetched, no generic mailbox published","Houston, TX"
"Graham Management","https://grahammanagementhouston.com/","","none","https://grahammanagementhouston.com/","2026-09-03","existing-contact-page: grahammanagementhouston.com: no generic mailbox published; grahammanagementhouston.com: no generic mailbox published","Houston, TX"
"Grand Pacific Resort Services, LP","https://www.grandpacificresorts.com/","","none","https://www.grandpacificresorts.com/","2026-09-03","existing-contact-page: grandpacificresorts.com: no generic mailbox published; grandpacificresorts.com: no generic mailbox published","San Diego, CA"
"Grandchester Meadows, Inc.","http://www.grandchestermeadows.com/","","none","http://www.grandchestermeadows.com/","2026-09-03","existing-contact-page: grandchestermeadows.com: no generic mailbox published; grandchestermeadows.com: no generic mailbox published","NC"
"Granite Student Living","https://granitestudentliving.com/","https://granitestudentliving.com/contact/","form","https://granitestudentliving.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Green Residential","https://www.greenresidential.com/houston-property-management/","","none","https://www.greenresidential.com/houston-property-management/","2026-09-03","existing-contact-page: greenresidential.com: no generic mailbox published; greenresidential.com: no generic mailbox published","Houston, TX"
"Greenwood Village HOA Management Company","https://www.ncmhoa.com/","hello@ncmhoa.com","mailbox","https://www.ncmhoa.com/","2026-09-03","existing-contact-page: mailbox published on the contact page","Greenwood Village, CO"
"Greystar Student","","","none","","2026-09-03","no candidate domain resolved from the name",""
"GRG Management, Inc.","https://grgmgmt.com/","support@grgmgmt.com","mailbox","https://grgmgmt.com/","2026-09-03","existing-contact-page: mailbox published on the contact page","San Diego, CA"
