"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"Ahtna Infrastructure & Technologies LLC","https://www.ahtnadiversified.com/","https://www.ahtnadiversified.com/contact-us/","form","https://www.ahtnadiversified.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Renton, WA"
"Ahtna Marine & Construction Company, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); ahtnamarine.com: http 404","Boynton Beach, FL"
"Ahtna Solutions, LLC","https://www.ahtnadiversified.com/","https://www.ahtnadiversified.com/contact-us/","form","https://www.ahtnadiversified.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Anchorage, AK"
"Ahtna-Cdm Smith JV","","","none","","2026-09-03","no candidate domain resolved from the name","Irvine, CA"
"Ahwaga Lighting, LLC","https://www.ahwagalighting.com/","","none","http://www.ahwagalighting.com/","2026-09-03","dns-guess: site confirmed: full name in the page source (JavaScript-rendered page); no contact page found (homepage only)","Cortlandt Manor, NY"
"Ai Advance Solutions LLC","https://aiadvancesolutions.com/","info@aiadvancesolutions.com","mailbox","https://aiadvancesolutions.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage","Norfolk, VA"
"Ai Construction LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aiconstruction.com: page does not name the organisation | ai-construction.com: page body empty","Fresno, CA"
"Ai Pnw Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); aipnw.com: page does not name the organisation","Dundee, MI"
"Aiello Leasing Co., Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Brooklyn, NY"
"Aiko Enterprises, Inc","https://www.aikoenterprises.com/","https://www.aikoenterprises.com/contact/","form","https://www.aikoenterprises.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Jacksonville, FL"
"Aim Engineering, K. K.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aimengineering.com: page does not name the organisation | aimengineering.net: page body empty",""
"Aim Green LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); aimgreen.com: page does not name the organisation","Hampstead, NC"
"Aim High Construction LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aimhighconstruction.com: page body empty | aimhigh.com: page body empty","Hastings, MN"
"Aim Services, Incorporated","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aimservices.com: weak name (aimservices): page does not corroborate the location | aim-services.com: page body empty","NY,VA"
"Aimcon Design Build, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); aimcondesignbuild.com: page body empty","MD,PA,VA"
"Ainsworth Services Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); ainsworthservices.com: page body empty","Monroe Township, NJ"
"Ainsworth Services Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); ainsworthservices.com: page body empty","Durham, OR"
"Aiport Electric Co","","","none","","2026-09-03","no candidate domain resolved from the name","IL"
"Air Balancing Engineers Inc","https://airbalancing.com/","","none","https://airbalancing.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; no contact page found (homepage only)","Berwick, PA"
"Air Chiller Mechanical Constructor C.P","","","none","","2026-09-03","no site confirmed after 2 fetch(es); airchiller.com: page does not name the organisation | airchiller.net: parked/stub page (this domain is for sale)","Caguas, PR"
"Air Cleaning Technologies Inc","https://www.aircleaningtechnologies.com/","https://www.aircleaningtechnologies.com/contact/","form","https://www.aircleaningtechnologies.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Sterling, VA"
"Air Conditioning Innovative Solutions, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); airconditioninginnovativesolutions.com: page body empty | airconditioning.com: http 503; no site confirmed after 2 fetch(es); airconditioninginnovativesolutions.com: page body empty | airconditioning.com: fetch failed (dns/tls/timeout/blocked)","Mckinney, TX"
"Air Control Engineering Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aircontrol.com: parked/stub page (domain for sale) | aircontrol.net: http 503; no site confirmed after 2 fetch(es); aircontrol.com: parked/stub page (domain for sale) | aircontrol.net: fetch failed (dns/tls/timeout/blocked); no site confirmed after 2 fetch(es); aircontrol.com: parked/stub page (domain for sale) | aircontrol.us: page body empty","Columbus, MS"
"Air Control, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aircontrol.com: parked/stub page (domain for sale) | air-control.com: parked/stub page (hugedomains)","Clinton, IA"
"Air Engineering Filters, Inc.","https://www.airengineering.com/","https://www.airengineering.com/contact","form","https://www.airengineering.com/contact","2026-09-03","dns-guess: site confirmed: distinctive name in page; contact page fetched, no generic mailbox published","Yonkers, NY"
"Air Ideal Inc.","https://airideal.com/","https://airideal.com/contact-us/","form","https://airideal.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Mineola, NY"
"Air Rite HVAC Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); airritehvac.com: page body empty | airrite.com: http 403; no site confirmed after 2 fetch(es); airritehvac.com: page body empty | airrite.com: fetch failed (dns/tls/timeout/blocked)","Hyannis, MA"
"Air Seal Control LLC","https://www.airsealcontrol.com/","https://www.airsealcontrol.com/about","form","https://www.airsealcontrol.com/about","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Kennewick, WA"
"Air Source Mechanical, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); airsourcemechanicalinc.com: host does not carry the organisation name | airsourcemechanical.com: parked/stub page (this domain is for sale)","Mount Vernon, NY"
"AIR SOURCE, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); air-source.com: weak name (airsource): page does not corroborate the location | airsource.net: weak name (airsource): page does not corroborate the location","Greene, NY"
"AIR SYSTEMS BALANCING AND TESTING SERVICE, INC.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); airsystems.com: page does not name the organisation","NY"
"Air Systems Engineering Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); airsystemsengineering.com: parked/stub page (hugedomains) | airsystems.com: page does not name the organisation","Tacoma, WA"
"Air Temp. Heating & Air Conditioning, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); airtemp.com: page does not name the organisation","NY"
"Air Treatment Corporation","","","none","","2026-09-03","no site confirmed after 2 fetch(es); airtreatment.com: page body empty | air-treatment.com: http 403","Brea, CA"
"Air-Tech, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); airtech.com: weak name (airtech): page does not corroborate the location | air-tech.com: page body empty","Birmingham, AL"
"Air-Tek Mechanical Inc.","https://www.airtekmechanical.net/","","none","https://www.airtekmechanical.net/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)","Glendale, NY"
"Aircool Hvac Corp","https://www.aircoolhvac.com/","https://www.aircoolhvac.com/profile.html","form","https://www.aircoolhvac.com/profile.html","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Queens Village, NY"
"Aires & Servicios Contratistas Mecanicos Inc","","","none","","2026-09-03","no candidate domain resolved from the name","San Lorenzo, PR"
"Airganic LLC","","hello@airganic.com","mailbox","https://data.wa.gov/d/t9je-9qwa","2026-09-03","gov-register: register: WA L&I statement-of-intent filings; mailbox domain not confirmed as the site: page body empty; no site confirmed after 1 fetch(es); airganic.com: page body empty","Edmonds, WA"
"Airport Electric Co","https://airportelectric.net/","","none","http://airportelectric.net/","2026-09-03","dns-guess: site confirmed: full name in the page source (JavaScript-rendered page); no contact page found (homepage only)","IL"
"Airquest Environmental, Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Davie, FL"
"Airside Technology, LLC","https://airsidetechnology.com/","https://airsidetechnology.com/contact-us.php","form","https://airsidetechnology.com/contact-us.php","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","East Syracuse, NY"
"Airtac LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); airtac.com: page body empty | airtac.net: page body empty","Bronx, NY"
"Airtech Inc","https://airtech.com/","sales@airtech.lu","mailbox","https://airtech.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","NJ,OH"
"Airways Door Service, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","NY"
"Airy'S, Inc.","https://www.airys.com/","https://www.airys.com/contact.html","form","https://www.airys.com/contact.html","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","IL"
"Aj Commercial Services, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); ajcommercial.com: http 404","San Antonio, TX"
"Aj Solutions Sh.P.K.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); ajsolutions.com: page body empty | ajsolutions.net: page does not name the organisation",""
"Ajay Glass & Mirror Co., Inc.","https://ajayglass.net/","info@ajayglass.net","mailbox","http://ajayglass.net/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; city/state corroborated; mailbox on homepage","Farmington, NY"
"Ajce - Lee Joint Venture LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Miami, FL"
"Ajce Corporation","","","none","","2026-09-03","no site confirmed after 1 fetch(es); ajce.com: page body empty","FL,GA,KY,NC,TN,VA"
"Ajit One Mechanical & General Contracting, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); ajitone.com: parked/stub page (under construction)","Richmond Hill, NY"
"Ajr Flooring, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Bensalem, PA"
"Ak Built Construction & Design LLC","https://www.akbuilt.net/","estimates@akbuilt.net","mailbox","https://www.akbuilt.net/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Eagle River, AK"
